,@FREQ,@REF_AREA,@INDICATOR,@COUNTERPART_AREA,@UNIT_MULT,@TIME_FORMAT,Obs_0_@TIME_PERIOD,Obs_0_@OBS_VALUE,Obs_1_@TIME_PERIOD,Obs_1_@OBS_VALUE,Obs_2_@TIME_PERIOD,Obs_2_@OBS_VALUE,Obs_3_@TIME_PERIOD,Obs_3_@OBS_VALUE,Obs_4_@TIME_PERIOD,Obs_4_@OBS_VALUE,Obs_5_@TIME_PERIOD,Obs_5_@OBS_VALUE,Obs_6_@TIME_PERIOD,Obs_6_@OBS_VALUE,Obs_7_@TIME_PERIOD,Obs_7_@OBS_VALUE,Obs_8_@TIME_PERIOD,Obs_8_@OBS_VALUE,Obs_9_@TIME_PERIOD,Obs_9_@OBS_VALUE,Obs_10_@TIME_PERIOD,Obs_10_@OBS_VALUE,Obs_11_@TIME_PERIOD,Obs_11_@OBS_VALUE,Obs_12_@TIME_PERIOD,Obs_12_@OBS_VALUE,Obs_13_@TIME_PERIOD,Obs_13_@OBS_VALUE,Obs_14_@TIME_PERIOD,Obs_14_@OBS_VALUE,Obs_15_@TIME_PERIOD,Obs_15_@OBS_VALUE,Obs_16_@TIME_PERIOD,Obs_16_@OBS_VALUE,Obs_17_@TIME_PERIOD,Obs_17_@OBS_VALUE,Obs_18_@TIME_PERIOD,Obs_18_@OBS_VALUE,Obs_19_@TIME_PERIOD,Obs_19_@OBS_VALUE,Obs_20_@TIME_PERIOD,Obs_20_@OBS_VALUE,Obs_21_@TIME_PERIOD,Obs_21_@OBS_VALUE,Obs_22_@TIME_PERIOD,Obs_22_@OBS_VALUE,Obs_23_@TIME_PERIOD,Obs_23_@OBS_VALUE,Obs_24_@TIME_PERIOD,Obs_24_@OBS_VALUE,Obs_25_@TIME_PERIOD,Obs_25_@OBS_VALUE,Obs_26_@TIME_PERIOD,Obs_26_@OBS_VALUE,Obs_27_@TIME_PERIOD,Obs_27_@OBS_VALUE,Obs_28_@TIME_PERIOD,Obs_28_@OBS_VALUE,Obs_29_@TIME_PERIOD,Obs_29_@OBS_VALUE,Obs_30_@TIME_PERIOD,Obs_30_@OBS_VALUE,Obs_31_@TIME_PERIOD,Obs_31_@OBS_VALUE,Obs_32_@TIME_PERIOD,Obs_32_@OBS_VALUE,Obs_33_@TIME_PERIOD,Obs_33_@OBS_VALUE,Obs_34_@TIME_PERIOD,Obs_34_@OBS_VALUE
55,M,US,TXG_FOB_USD,TN,6,P1M,2020-01,30.135326,2020-02,33.633811,2020-03,25.865531,2020-04,17.944395,2020-05,35.665787,2020-06,16.647444,2020-07,44.078402,2020-08,55.393071,2020-09,13.406249,2020-10,22.161456,2020-11,66.198751,2020-12,72.747604,2021-01,56.632749,2021-02,37.551689,2021-03,45.477086,2021-04,13.996651,2021-05,18.96257,2021-06,22.783815,2021-07,19.221625,2021-08,40.157543,2021-09,36.958197,2021-10,35.270229,2021-11,78.272353,2021-12,60.853068,2022-01,51.18664,2022-02,48.768641,2022-03,31.617559,2022-04,65.989363,2022-05,59.871315,2022-06,33.857007,2022-07,29.920518,2022-08,24.784278,2022-09,21.422319,2022-10,54.452986,2022-11,63.651112
56,M,US,TXG_FOB_USD,PW,6,P1M,2020-01,3.492056,2020-02,1.931774,2020-03,1.816942,2020-04,1.726325,2020-05,0.926155,2020-06,1.125974,2020-07,3.829954,2020-08,1.343565,2020-09,1.350988,2020-10,0.989224,2020-11,1.252167,2020-12,1.322049,2021-01,1.013231,2021-02,0.682779,2021-03,1.732215,2021-04,2.874406,2021-05,6.752213,2021-06,2.125783,2021-07,1.729381,2021-08,2.070914,2021-09,1.669271,2021-10,1.718221,2021-11,3.023692,2021-12,1.204899,2022-01,1.413893,2022-02,2.499016,2022-03,1.652435,2022-04,2.087654,2022-05,1.008356,2022-06,2.580065,2022-07,1.338276,2022-08,3.569397,2022-09,3.460758,2022-10,1.672864,2022-11,2.159773
57,M,US,TXG_FOB_USD,X88,6,P1M,2020-01,14.498273,2020-02,17.274922,2020-03,17.3004,2020-04,11.779749,2020-05,20.749386,2020-06,5.787405,2020-07,14.360714,2020-08,16.718533,2020-09,17.679232,2020-10,12.185413,2020-11,11.630906,2020-12,16.831596,2021-01,19.445391,2021-02,21.409605,2021-03,28.906903,2021-04,32.708861,2021-05,31.532901,2021-06,28.786052,2021-07,20.394498,2021-08,28.943284,2021-09,23.184938,2021-10,30.029549,2021-11,29.760376,2021-12,31.889854,2022-01,22.325204,2022-02,30.433991,2022-03,26.802324,2022-04,19.106826,2022-05,27.381023,2022-06,27.899861,2022-07,26.774361,2022-08,33.991166,2022-09,44.368838,2022-10,27.557577,2022-11,41.209086
58,M,US,TXG_FOB_USD,ME,6,P1M,2020-01,1.22043,2020-02,0.909594,2020-03,8.899831,2020-04,0.221045,2020-05,0.498339,2020-06,0.768845,2020-07,8.215418,2020-08,2.328475,2020-09,10.28168,2020-10,0.53609,2020-11,1.960758,2020-12,0.794515,2021-01,0.470321,2021-02,0.48788,2021-03,1.822331,2021-04,0.629506,2021-05,1.309679,2021-06,1.330111,2021-07,1.296319,2021-08,1.193776,2021-09,0.941564,2021-10,0.796877,2021-11,1.368529,2021-12,0.264857,2022-01,0.381626,2022-02,0.466446,2022-03,1.291029,2022-04,1.78395,2022-05,2.04938,2022-06,1.294558,2022-07,11.084774,2022-08,2.642847,2022-09,2.793062,2022-10,10.332968,2022-11,5.433903
59,M,US,TXG_FOB_USD,AO,6,P1M,2020-01,35.210668,2020-02,35.372948,2020-03,34.862668,2020-04,43.969605,2020-05,43.861577,2020-06,27.169679,2020-07,21.045402,2020-08,34.876102,2020-09,67.114874,2020-10,67.105897,2020-11,35.220355,2020-12,24.710959,2021-01,29.054815,2021-02,28.226422,2021-03,37.8234,2021-04,23.893791,2021-05,25.803238,2021-06,36.053195,2021-07,31.458704,2021-08,44.607333,2021-09,37.814213,2021-10,53.261726,2021-11,46.744081,2021-12,50.728122,2022-01,39.733807,2022-02,43.654295,2022-03,27.521707,2022-04,54.286091,2022-05,52.60075,2022-06,73.669837,2022-07,50.836792,2022-08,49.373424,2022-09,59.417573,2022-10,79.29585,2022-11,67.286051
60,M,US,TXG_FOB_USD,FO,6,P1M,2020-01,0.051539,2020-02,0.728002,2020-03,0.216487,2020-04,0.032309,2020-05,0.050426,2020-06,0.159951,2020-07,0.693312,2020-08,0.159621,2020-09,0.342076,2020-10,0.236135,2020-11,0.086395,2020-12,0.03637,2021-01,0.56366,2021-02,0.096764,2021-03,0.28952,2021-04,0.065264,2021-05,0.100831,2021-06,0.025074,2021-07,0.111177,2021-08,0.103191,2021-09,0.063398,2021-10,1.195467,2021-11,0.255572,2021-12,0.168347,2022-01,0.170525,2022-02,0.179864,2022-03,0.186824,2022-04,0.096298,2022-05,0.052559,2022-06,0.253781,2022-07,0.105662,2022-08,0.03536,2022-09,0.342524,2022-10,0.038111,2022-11,0.007883
61,M,US,TXG_FOB_USD,F6,6,P1M,2020-01,1094.026126,2020-02,1012.462797,2020-03,1392.21159,2020-04,1047.152632,2020-05,890.685157,2020-06,876.834143,2020-07,1105.311563,2020-08,1065.847017,2020-09,1051.607451,2020-10,1477.830782,2020-11,1039.277636,2020-12,1093.185958,2021-01,1063.219075,2021-02,1056.27163,2021-03,1388.648069,2021-04,1159.30706,2021-05,1468.198395,2021-06,1281.981378,2021-07,1418.077436,2021-08,1292.990624,2021-09,1280.366303,2021-10,1623.280335,2021-11,1433.700325,2021-12,1526.685553,2022-01,1376.701049,2022-02,1433.625671,2022-03,1282.787429,2022-04,1498.151836,2022-05,1796.527674,2022-06,1551.151478,2022-07,1579.157465,2022-08,1533.790809,2022-09,1588.411683,2022-10,1347.736204,2022-11,1690.78288
62,M,US,TXG_FOB_USD,UZ,6,P1M,2020-01,5.187134,2020-02,14.085381,2020-03,9.496448,2020-04,8.153103,2020-05,33.205098,2020-06,16.640502,2020-07,14.048696,2020-08,15.995183,2020-09,17.560028,2020-10,9.540353,2020-11,20.56852,2020-12,16.459235,2021-01,23.731659,2021-02,4.130456,2021-03,11.14946,2021-04,13.942316,2021-05,186.820878,2021-06,29.57767,2021-07,13.844087,2021-08,56.869402,2021-09,15.305404,2021-10,13.954561,2021-11,15.509635,2021-12,16.420748,2022-01,19.466364,2022-02,51.263437,2022-03,56.486169,2022-04,11.039562,2022-05,14.22035,2022-06,12.72794,2022-07,31.56268,2022-08,6.835424,2022-09,8.461896,2022-10,12.103105,2022-11,19.775171
63,M,US,TXG_FOB_USD,MM,6,P1M,2020-01,39.607344,2020-02,36.5169,2020-03,32.289912,2020-04,38.22554,2020-05,24.399042,2020-06,20.652204,2020-07,19.920858,2020-08,21.263201,2020-09,26.134706,2020-10,28.570668,2020-11,22.698798,2020-12,28.159742,2021-01,46.256888,2021-02,14.14797,2021-03,14.065214,2021-04,11.145362,2021-05,13.46599,2021-06,37.099293,2021-07,13.173107,2021-08,15.688371,2021-09,17.711716,2021-10,11.235223,2021-11,9.526497,2021-12,9.834848,2022-01,6.716958,2022-02,8.142369,2022-03,33.318189,2022-04,10.13623,2022-05,10.631387,2022-06,7.879451,2022-07,7.417472,2022-08,7.994639,2022-09,5.037733,2022-10,6.967867,2022-11,11.99583
64,M,US,TXG_FOB_USD,IR,6,P1M,2020-01,3.727417,2020-02,3.936782,2020-03,4.956051,2020-04,1.736319,2020-05,2.774931,2020-06,3.647565,2020-07,2.147467,2020-08,3.946547,2020-09,2.748516,2020-10,1.733465,2020-11,1.423396,2020-12,3.512573,2021-01,2.843004,2021-02,2.150035,2021-03,4.576104,2021-04,2.626673,2021-05,4.203508,2021-06,3.363144,2021-07,2.652533,2021-08,2.638954,2021-09,4.210763,2021-10,3.492568,2021-11,3.345894,2021-12,3.225214,2022-01,4.924941,2022-02,2.0489,2022-03,3.313642,2022-04,3.247842,2022-05,2.749721,2022-06,2.539686,2022-07,5.361241,2022-08,3.723806,2022-09,3.392578,2022-10,4.279023,2022-11,4.722808
65,M,US,TXG_FOB_USD,SI,6,P1M,2020-01,15.896279,2020-02,17.296437,2020-03,20.57751,2020-04,8.749235,2020-05,11.447867,2020-06,35.385831,2020-07,13.582046,2020-08,18.21349,2020-09,17.026433,2020-10,12.166658,2020-11,71.365988,2020-12,66.173824,2021-01,16.509865,2021-02,12.081366,2021-03,19.173816,2021-04,33.615459,2021-05,21.584389,2021-06,17.397444,2021-07,17.901155,2021-08,16.853308,2021-09,25.938178,2021-10,16.301259,2021-11,18.061075,2021-12,27.167432,2022-01,12.689795,2022-02,11.186199,2022-03,22.536163,2022-04,44.26887,2022-05,21.004779,2022-06,75.60122,2022-07,31.245342,2022-08,44.099834,2022-09,46.808141,2022-10,24.695111,2022-11,21.56555
66,M,US,TXG_FOB_USD,CR,6,P1M,2020-01,590.772722,2020-02,585.135864,2020-03,606.082933,2020-04,421.554821,2020-05,423.148056,2020-06,393.744445,2020-07,407.305838,2020-08,393.0317,2020-09,444.900534,2020-10,493.484855,2020-11,448.919586,2020-12,525.175173,2021-01,575.698499,2021-02,524.14725,2021-03,648.819154,2021-04,619.811008,2021-05,569.493745,2021-06,582.858316,2021-07,605.515376,2021-08,598.292122,2021-09,543.429904,2021-10,671.686234,2021-11,646.043774,2021-12,759.14152,2022-01,611.467889,2022-02,702.197756,2022-03,679.453244,2022-04,742.636394,2022-05,699.379465,2022-06,718.83741,2022-07,710.555617,2022-08,711.270842,2022-09,701.882632,2022-10,788.825274,2022-11,709.325633
67,M,US,TXG_FOB_USD,VC,6,P1M,2020-01,7.940128,2020-02,4.884376,2020-03,5.271024,2020-04,6.36161,2020-05,4.214966,2020-06,6.241485,2020-07,4.633877,2020-08,4.962726,2020-09,9.137489,2020-10,5.201957,2020-11,10.903427,2020-12,7.120647,2021-01,6.733669,2021-02,6.849443,2021-03,6.036139,2021-04,11.449503,2021-05,6.067854,2021-06,13.139111,2021-07,5.913556,2021-08,6.147206,2021-09,10.596334,2021-10,9.251482,2021-11,11.015381,2021-12,9.076082,2022-01,6.981969,2022-02,9.562858,2022-03,8.497939,2022-04,13.47212,2022-05,20.732918,2022-06,8.475007,2022-07,11.743709,2022-08,15.245125,2022-09,12.75475,2022-10,19.92636,2022-11,14.639822
68,M,US,TXG_FOB_USD,GQ,6,P1M,2020-01,16.811392,2020-02,5.230923,2020-03,9.069153,2020-04,6.443174,2020-05,5.267684,2020-06,13.435407,2020-07,9.100424,2020-08,4.850605,2020-09,8.937193,2020-10,10.201107,2020-11,4.287474,2020-12,3.259939,2021-01,3.329133,2021-02,3.990963,2021-03,4.102501,2021-04,5.230221,2021-05,7.004771,2021-06,5.732384,2021-07,1.600762,2021-08,6.17284,2021-09,2.891585,2021-10,3.473844,2021-11,4.194521,2021-12,3.761879,2022-01,6.641747,2022-02,1.133769,2022-03,6.177125,2022-04,2.636474,2022-05,6.91834,2022-06,4.357786,2022-07,5.474481,2022-08,9.822887,2022-09,6.516739,2022-10,11.040891,2022-11,5.250183
69,M,US,TXG_FOB_USD,AN,6,P1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,M,US,TXG_FOB_USD,YE,6,P1M,2020-01,10.976925,2020-02,15.819557,2020-03,15.310324,2020-04,29.42419,2020-05,59.037594,2020-06,25.834853,2020-07,23.327736,2020-08,57.535553,2020-09,29.387628,2020-10,8.37972,2020-11,4.807844,2020-12,51.285744,2021-01,18.095392,2021-02,26.152861,2021-03,16.059833,2021-04,20.86477,2021-05,26.8578,2021-06,57.262403,2021-07,24.552157,2021-08,29.491579,2021-09,19.708223,2021-10,17.50172,2021-11,8.09941,2021-12,6.720818,2022-01,4.416488,2022-02,30.146194,2022-03,37.068417,2022-04,8.269757,2022-05,3.607714,2022-06,29.801826,2022-07,55.171824,2022-08,80.960286,2022-09,35.053912,2022-10,18.073338,2022-11,53.290815
71,M,US,TXG_FOB_USD,BZ,6,P1M,2020-01,23.591803,2020-02,27.288904,2020-03,30.637219,2020-04,23.490221,2020-05,36.954454,2020-06,43.723012,2020-07,43.336732,2020-08,22.508733,2020-09,34.608192,2020-10,45.737324,2020-11,25.791737,2020-12,36.53858,2021-01,23.483928,2021-02,20.23674,2021-03,24.536679,2021-04,34.753038,2021-05,25.933004,2021-06,37.526896,2021-07,46.059113,2021-08,34.477206,2021-09,27.574196,2021-10,35.081733,2021-11,34.831318,2021-12,67.705694,2022-01,29.801517,2022-02,27.67829,2022-03,35.938738,2022-04,29.114154,2022-05,50.365657,2022-06,52.938872,2022-07,54.969341,2022-08,39.814894,2022-09,56.062808,2022-10,43.392955,2022-11,101.034797
72,M,US,TXG_FOB_USD,EG,6,P1M,2020-01,401.207642,2020-02,383.074494,2020-03,514.67723,2020-04,370.620236,2020-05,497.718841,2020-06,402.423926,2020-07,335.032944,2020-08,314.223822,2020-09,309.279094,2020-10,269.445569,2020-11,416.142665,2020-12,545.230968,2021-01,446.044674,2021-02,513.357311,2021-03,569.232501,2021-04,467.468289,2021-05,345.659621,2021-06,334.731869,2021-07,317.569482,2021-08,370.658056,2021-09,388.087445,2021-10,532.03539,2021-11,878.866257,2021-12,685.1819,2022-01,505.012528,2022-02,681.474889,2022-03,707.64871,2022-04,924.442376,2022-05,599.859116,2022-06,603.130847,2022-07,474.685245,2022-08,410.313607,2022-09,276.868413,2022-10,525.052367,2022-11,384.523206
73,M,US,TXG_FOB_USD,YUC,6,P1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,M,US,TXG_FOB_USD,GT,6,P1M,2020-01,524.309759,2020-02,683.485417,2020-03,578.307915,2020-04,348.676966,2020-05,387.100656,2020-06,397.947365,2020-07,416.052411,2020-08,459.211623,2020-09,434.452807,2020-10,569.207772,2020-11,516.697636,2020-12,542.476839,2021-01,536.696057,2021-02,547.260942,2021-03,721.224397,2021-04,702.925981,2021-05,712.400739,2021-06,636.872618,2021-07,639.182328,2021-08,647.135122,2021-09,565.112498,2021-10,719.341267,2021-11,828.235281,2021-12,813.784923,2022-01,800.382487,2022-02,791.583454,2022-03,910.847284,2022-04,866.631038,2022-05,889.14757,2022-06,943.143089,2022-07,855.826226,2022-08,964.869973,2022-09,792.093541,2022-10,767.669734,2022-11,795.576425
75,M,US,TXG_FOB_USD,LY,6,P1M,2020-01,35.728755,2020-02,50.573021,2020-03,35.657726,2020-04,21.967931,2020-05,10.876379,2020-06,42.294753,2020-07,30.834472,2020-08,11.110101,2020-09,18.957907,2020-10,12.542889,2020-11,13.900275,2020-12,32.006838,2021-01,7.371112,2021-02,16.541126,2021-03,22.729238,2021-04,29.881813,2021-05,34.625323,2021-06,26.208485,2021-07,23.258797,2021-08,22.420398,2021-09,20.606503,2021-10,23.365334,2021-11,23.59055,2021-12,44.688314,2022-01,32.268786,2022-02,15.992395,2022-03,30.983008,2022-04,27.040842,2022-05,25.353076,2022-06,25.567832,2022-07,22.822731,2022-08,20.624438,2022-09,19.00224,2022-10,20.835264,2022-11,24.288118
76,M,US,TXG_FOB_USD,IL,6,P1M,2020-01,986.602973,2020-02,1205.730957,2020-03,970.71957,2020-04,660.318654,2020-05,652.722887,2020-06,760.891312,2020-07,794.286446,2020-08,774.820973,2020-09,812.19846,2020-10,860.17849,2020-11,831.363727,2020-12,878.904942,2021-01,916.159128,2021-02,861.173852,2021-03,1021.093313,2021-04,956.822916,2021-05,1016.375612,2021-06,1198.502232,2021-07,1032.252862,2021-08,1307.700952,2021-09,929.624979,2021-10,1290.885627,2021-11,1152.707173,2021-12,1178.642535,2022-01,1169.830927,2022-02,1167.153664,2022-03,1280.274746,2022-04,1203.034006,2022-05,1140.936141,2022-06,1480.628122,2022-07,1079.508015,2022-08,1138.806631,2022-09,1236.353283,2022-10,1151.034149,2022-11,1033.335642
77,M,US,TXG_FOB_USD,LU,6,P1M,2020-01,157.965444,2020-02,81.788589,2020-03,120.336277,2020-04,88.481844,2020-05,101.167554,2020-06,57.083166,2020-07,140.556679,2020-08,153.159381,2020-09,70.809655,2020-10,191.364825,2020-11,106.612738,2020-12,83.781726,2021-01,106.297901,2021-02,52.199292,2021-03,102.013143,2021-04,104.373009,2021-05,137.417728,2021-06,105.40191,2021-07,177.469327,2021-08,155.387231,2021-09,132.342828,2021-10,218.354639,2021-11,123.212113,2021-12,117.01255,2022-01,62.671779,2022-02,143.080781,2022-03,113.630195,2022-04,135.060225,2022-05,103.260335,2022-06,163.274894,2022-07,115.551946,2022-08,206.090689,2022-09,296.591371,2022-10,128.79514,2022-11,88.805632
78,M,US,TXG_FOB_USD,TT,6,P1M,2020-01,242.510121,2020-02,221.374971,2020-03,249.494512,2020-04,184.067264,2020-05,120.026673,2020-06,158.692941,2020-07,246.246789,2020-08,253.294554,2020-09,175.602145,2020-10,231.880918,2020-11,139.28245,2020-12,147.607464,2021-01,147.721183,2021-02,176.524828,2021-03,169.74871,2021-04,195.186466,2021-05,223.324116,2021-06,156.681469,2021-07,232.562663,2021-08,242.152942,2021-09,216.497499,2021-10,206.367659,2021-11,458.27123,2021-12,250.647705,2022-01,333.976888,2022-02,298.57847,2022-03,293.71471,2022-04,432.106901,2022-05,650.242353,2022-06,231.370404,2022-07,221.015782,2022-08,194.707938,2022-09,286.418384,2022-10,192.496502,2022-11,252.120454
79,M,US,TXG_FOB_USD,QA,6,P1M,2020-01,364.07848,2020-02,314.248177,2020-03,173.4698,2020-04,502.089954,2020-05,151.856491,2020-06,155.868781,2020-07,336.847401,2020-08,213.574101,2020-09,146.336878,2020-10,158.960604,2020-11,184.284774,2020-12,713.923375,2021-01,154.051015,2021-02,119.725599,2021-03,156.442579,2021-04,225.672824,2021-05,137.570201,2021-06,324.459765,2021-07,124.704591,2021-08,139.595118,2021-09,173.727373,2021-10,196.856862,2021-11,296.551528,2021-12,531.392723,2022-01,258.376033,2022-02,164.355539,2022-03,271.858785,2022-04,350.830698,2022-05,172.29658,2022-06,273.774314,2022-07,223.024991,2022-08,196.167847,2022-09,408.184126,2022-10,320.119302,2022-11,541.468372
80,M,US,TXG_FOB_USD,IS,6,P1M,2020-01,25.665053,2020-02,25.214292,2020-03,41.982133,2020-04,49.224799,2020-05,12.205768,2020-06,16.357859,2020-07,13.130869,2020-08,11.976322,2020-09,35.700877,2020-10,17.921795,2020-11,12.557601,2020-12,30.565532,2021-01,17.004454,2021-02,17.073159,2021-03,30.924648,2021-04,25.036935,2021-05,164.739485,2021-06,96.641894,2021-07,82.789613,2021-08,77.769352,2021-09,41.332242,2021-10,20.993747,2021-11,22.877449,2021-12,31.685327,2022-01,64.388696,2022-02,61.219047,2022-03,65.821381,2022-04,42.411403,2022-05,31.259113,2022-06,67.161288,2022-07,88.625815,2022-08,64.753707,2022-09,47.529537,2022-10,16.805158,2022-11,84.445393
81,M,US,TXG_FOB_USD,AZ,6,P1M,2020-01,20.073831,2020-02,18.878255,2020-03,15.78168,2020-04,11.182058,2020-05,15.769836,2020-06,10.758007,2020-07,14.157145,2020-08,7.582416,2020-09,8.743982,2020-10,15.10481,2020-11,11.535421,2020-12,12.5169,2021-01,5.405651,2021-02,10.298272,2021-03,26.574525,2021-04,22.819995,2021-05,7.743125,2021-06,7.456427,2021-07,9.169438,2021-08,8.803415,2021-09,13.413817,2021-10,6.59748,2021-11,5.009444,2021-12,8.365938,2022-01,9.737824,2022-02,10.260495,2022-03,10.491172,2022-04,10.421759,2022-05,10.480284,2022-06,12.653061,2022-07,13.297955,2022-08,21.455705,2022-09,12.684246,2022-10,36.335823,2022-11,19.439469
82,M,US,TXG_FOB_USD,KR,6,P1M,2020-01,5117.63513,2020-02,4484.039703,2020-03,4856.185383,2020-04,4118.668366,2020-05,3769.694136,2020-06,3982.08176,2020-07,4288.110685,2020-08,4074.003423,2020-09,3758.230052,2020-10,4078.635104,2020-11,3876.899063,2020-12,4813.840061,2021-01,5255.477865,2021-02,4515.549892,2021-03,5891.81211,2021-04,6394.165881,2021-05,5642.818032,2021-06,5816.01808,2021-07,5760.507619,2021-08,5444.916076,2021-09,5348.016422,2021-10,4907.918832,2021-11,5585.907662,2021-12,5379.292409,2022-01,5366.554794,2022-02,5089.954927,2022-03,6232.623632,2022-04,5855.674263,2022-05,6286.401871,2022-06,6281.857091,2022-07,6444.648671,2022-08,6077.659341,2022-09,5985.918607,2022-10,6393.379554,2022-11,5645.686288
83,M,US,TXG_FOB_USD,TG,6,P1M,2020-01,7.622324,2020-02,5.502059,2020-03,8.28313,2020-04,45.048801,2020-05,16.024613,2020-06,21.176103,2020-07,91.405288,2020-08,18.495948,2020-09,18.948687,2020-10,47.520639,2020-11,12.952278,2020-12,26.58418,2021-01,12.561789,2021-02,16.930856,2021-03,16.986599,2021-04,18.595998,2021-05,25.099809,2021-06,12.247133,2021-07,27.364608,2021-08,17.611405,2021-09,9.373211,2021-10,23.464534,2021-11,22.702683,2021-12,32.425257,2022-01,18.30096,2022-02,18.741311,2022-03,10.488339,2022-04,14.126215,2022-05,54.495556,2022-06,20.598503,2022-07,10.806321,2022-08,47.222648,2022-09,7.588401,2022-10,10.80472,2022-11,130.58602
84,M,US,TXG_FOB_USD,SD,6,P1M,2020-01,3.62456,2020-02,0.555619,2020-03,0.718947,2020-04,6.855748,2020-05,1.78868,2020-06,2.409568,2020-07,2.298775,2020-08,47.730391,2020-09,2.592573,2020-10,0.714201,2020-11,1.082778,2020-12,1.337995,2021-01,5.274083,2021-02,12.072293,2021-03,3.103418,2021-04,3.242711,2021-05,20.18733,2021-06,26.338433,2021-07,27.413897,2021-08,19.222288,2021-09,28.026852,2021-10,3.929537,2021-11,0.155684,2021-12,4.174772,2022-01,1.777091,2022-02,18.230389,2022-03,15.981592,2022-04,30.414995,2022-05,9.397009,2022-06,2.140131,2022-07,12.761069,2022-08,5.459431,2022-09,5.821844,2022-10,33.805948,2022-11,7.392247
85,M,US,TXG_FOB_USD,PS,6,P1M,2020-01,0.030546,2020-02,0.518357,2020-03,0.076234,2020-04,0.016027,2020-05,0.014881,2020-06,0.386819,2020-07,0.276098,2020-08,0.067528,2020-09,0.159468,2020-10,0.170125,2020-11,0.113571,2020-12,0.277183,2021-01,0.4665,2021-02,0.065232,2021-03,0.225115,2021-04,0.053189,2021-05,0.118103,2021-06,0.174019,2021-07,0.132817,2021-08,0.178612,2021-09,0.03552,2021-10,0.302019,2021-11,0.368303,2021-12,0.145619,2022-01,0.207963,2022-02,9.824814,2022-03,0.183029,2022-04,0.305053,2022-05,0.150819,2022-06,0.781085,2022-07,0.512312,2022-08,1.055623,2022-09,0.114315,2022-10,0.243655,2022-11,0.216848
86,M,US,TXG_FOB_USD,ST,6,P1M,2020-01,0.077831,2020-02,0.077199,2020-03,0.051154,2020-04,0.13356,2020-05,0.01734,2020-06,0.042541,2020-07,0.044213,2020-08,0.067677,2020-09,0.031405,2020-10,0.059446,2020-11,0.059978,2020-12,0.070658,2021-01,0.153262,2021-02,0.044671,2021-03,0.117097,2021-04,0.312338,2021-05,0.010106,2021-06,0.297923,2021-07,0.59872,2021-08,0.01264,2021-09,0.148164,2021-10,0.130812,2021-11,0.133234,2021-12,1.299239,2022-01,0.628218,2022-02,1.076493,2022-03,0.65871,2022-04,0.63238,2022-05,0.103289,2022-06,0.007468,2022-07,0.096972,2022-08,0.070619,2022-09,0.313736,2022-10,0.317912,2022-11,0.084997
87,M,US,TXG_FOB_USD,ZM,6,P1M,2020-01,3.293473,2020-02,3.911985,2020-03,6.160953,2020-04,5.528072,2020-05,3.565387,2020-06,12.5262,2020-07,9.009994,2020-08,4.782358,2020-09,3.363147,2020-10,3.568082,2020-11,4.00658,2020-12,12.104521,2021-01,7.639679,2021-02,2.351427,2021-03,12.932304,2021-04,4.375935,2021-05,5.794863,2021-06,7.617101,2021-07,5.689551,2021-08,7.482005,2021-09,6.46055,2021-10,9.862243,2021-11,12.026477,2021-12,11.893863,2022-01,6.143193,2022-02,14.579906,2022-03,10.178218,2022-04,10.553993,2022-05,13.884464,2022-06,14.950767,2022-07,3.985058,2022-08,9.276654,2022-09,16.899469,2022-10,14.582439,2022-11,12.772626
88,M,US,TXG_FOB_USD,GR,6,P1M,2020-01,179.021097,2020-02,139.910699,2020-03,200.177414,2020-04,65.903322,2020-05,108.417467,2020-06,87.963746,2020-07,94.342553,2020-08,67.806455,2020-09,145.330259,2020-10,83.79361,2020-11,107.318785,2020-12,105.317617,2021-01,97.827413,2021-02,116.427426,2021-03,134.049364,2021-04,141.177769,2021-05,143.735637,2021-06,97.593366,2021-07,156.016152,2021-08,111.211563,2021-09,82.822854,2021-10,116.651794,2021-11,179.097685,2021-12,179.602436,2022-01,151.620343,2022-02,146.554119,2022-03,168.554079,2022-04,155.878827,2022-05,296.830721,2022-06,248.483858,2022-07,240.653574,2022-08,181.92222,2022-09,108.559331,2022-10,239.918508,2022-11,98.318358
89,M,US,TXG_FOB_USD,GE,6,P1M,2020-01,41.421252,2020-02,53.721138,2020-03,63.637697,2020-04,25.12188,2020-05,22.530866,2020-06,32.417591,2020-07,29.646628,2020-08,26.438214,2020-09,27.679501,2020-10,40.10155,2020-11,41.658025,2020-12,31.719023,2021-01,34.562409,2021-02,31.895444,2021-03,52.831888,2021-04,57.745967,2021-05,45.948144,2021-06,59.679498,2021-07,57.559822,2021-08,62.878577,2021-09,65.489849,2021-10,65.402391,2021-11,53.775995,2021-12,68.778863,2022-01,65.160312,2022-02,62.465981,2022-03,64.615807,2022-04,57.045369,2022-05,62.261885,2022-06,77.839437,2022-07,78.941522,2022-08,110.936959,2022-09,138.429732,2022-10,191.149889,2022-11,169.55643
