,typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
23,C,M,20200201,2020,2,202002,842,USA,USA,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15717000.0,False,21,1000 KG,15717.0,False,15717000.0,False,0.0,False,5881539.0,4147109.0,5881539.0,0,False,True
24,C,M,20200201,2020,2,202002,842,USA,USA,M,Import,826,GBR,United Kingdom,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4000.0,False,21,1000 KG,4.0,False,4000.0,False,0.0,False,20703.0,18203.0,20703.0,0,False,True
25,C,M,20200301,2020,3,202003,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,34467000.0,False,21,1000 KG,34467.0,False,34467000.0,False,0.0,False,10971588.0,0.0,10971588.0,0,False,True
26,C,M,20200301,2020,3,202003,842,USA,USA,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3000.0,False,21,1000 KG,3.0,False,3000.0,False,0.0,False,8694.0,0.0,8694.0,0,False,True
27,C,M,20200301,2020,3,202003,842,USA,USA,M,Import,124,CAN,Canada,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,226000.0,False,21,1000 KG,226.0,False,226000.0,False,0.0,False,394472.0,0.0,394472.0,0,False,True
28,C,M,20200301,2020,3,202003,842,USA,USA,M,Import,156,CHN,China,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,473000.0,False,21,1000 KG,473.0,False,473000.0,False,0.0,False,217063.0,0.0,217063.0,0,False,True
29,C,M,20200301,2020,3,202003,842,USA,USA,M,Import,251,FRA,France,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,63000.0,False,21,1000 KG,63.0,False,63000.0,False,0.0,False,93942.0,0.0,93942.0,0,False,True
30,C,M,20200301,2020,3,202003,842,USA,USA,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1000.0,False,21,1000 KG,1.0,False,1000.0,False,0.0,False,2794.0,0.0,2794.0,0,False,True
31,C,M,20200301,2020,3,202003,842,USA,USA,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,234000.0,False,21,1000 KG,234.0,False,234000.0,False,0.0,False,141874.0,0.0,141874.0,0,False,True
32,C,M,20200301,2020,3,202003,842,USA,USA,M,Import,484,MEX,Mexico,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,346000.0,False,21,1000 KG,346.0,False,346000.0,False,0.0,False,123866.0,0.0,123866.0,0,False,True
33,C,M,20200301,2020,3,202003,842,USA,USA,M,Import,586,PAK,Pakistan,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1000.0,False,21,1000 KG,1.0,False,1000.0,False,0.0,False,3000.0,0.0,3000.0,0,False,True
34,C,M,20200301,2020,3,202003,842,USA,USA,M,Import,620,PRT,Portugal,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25000.0,False,21,1000 KG,25.0,False,25000.0,False,0.0,False,5929.0,0.0,5929.0,0,False,True
35,C,M,20200301,2020,3,202003,842,USA,USA,M,Import,699,IND,India,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15056000.0,False,21,1000 KG,15056.0,False,15056000.0,False,0.0,False,3187631.0,0.0,3187631.0,0,False,True
36,C,M,20200301,2020,3,202003,842,USA,USA,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,44000.0,False,21,1000 KG,44.0,False,44000.0,False,0.0,False,66215.0,0.0,66215.0,0,False,True
37,C,M,20200301,2020,3,202003,842,USA,USA,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,17995000.0,False,21,1000 KG,17995.0,False,17995000.0,False,0.0,False,6726108.0,0.0,6726108.0,0,False,True
38,C,M,20200401,2020,4,202004,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,59583000.0,False,21,1000 KG,59583.0,False,59583000.0,False,0.0,False,10739090.0,0.0,10739090.0,0,False,True
39,C,M,20200401,2020,4,202004,842,USA,USA,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,132000.0,False,21,1000 KG,132.0,False,132000.0,False,0.0,False,91687.0,0.0,91687.0,0,False,True
40,C,M,20200401,2020,4,202004,842,USA,USA,M,Import,124,CAN,Canada,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,165000.0,False,21,1000 KG,165.0,False,165000.0,False,0.0,False,279009.0,0.0,279009.0,0,False,True
41,C,M,20200401,2020,4,202004,842,USA,USA,M,Import,156,CHN,China,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1000.0,False,21,1000 KG,1.0,False,1000.0,False,0.0,False,5224.0,0.0,5224.0,0,False,True
42,C,M,20200401,2020,4,202004,842,USA,USA,M,Import,246,FIN,Finland,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1000.0,False,21,1000 KG,1.0,False,1000.0,False,0.0,False,4082.0,0.0,4082.0,0,False,True
43,C,M,20200401,2020,4,202004,842,USA,USA,M,Import,251,FRA,France,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2000.0,False,21,1000 KG,2.0,False,2000.0,False,0.0,False,5528.0,0.0,5528.0,0,False,True
44,C,M,20200401,2020,4,202004,842,USA,USA,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,97000.0,False,21,1000 KG,97.0,False,97000.0,False,0.0,False,108528.0,0.0,108528.0,0,False,True
45,C,M,20200401,2020,4,202004,842,USA,USA,M,Import,392,JPN,Japan,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,77000.0,False,21,1000 KG,77.0,False,77000.0,False,0.0,False,24395.0,0.0,24395.0,0,False,True
46,C,M,20200401,2020,4,202004,842,USA,USA,M,Import,484,MEX,Mexico,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,440000.0,False,21,1000 KG,440.0,False,440000.0,False,0.0,False,113298.0,0.0,113298.0,0,False,True
47,C,M,20200401,2020,4,202004,842,USA,USA,M,Import,620,PRT,Portugal,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,86000.0,False,21,1000 KG,86.0,False,86000.0,False,0.0,False,53149.0,0.0,53149.0,0,False,True
48,C,M,20200401,2020,4,202004,842,USA,USA,M,Import,699,IND,India,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,42002000.0,False,21,1000 KG,42002.0,False,42002000.0,False,0.0,False,3724651.0,0.0,3724651.0,0,False,True
49,C,M,20200401,2020,4,202004,842,USA,USA,M,Import,704,VNM,Viet Nam,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,19000.0,False,21,1000 KG,19.0,False,19000.0,False,0.0,False,8993.0,0.0,8993.0,0,False,True
50,C,M,20200401,2020,4,202004,842,USA,USA,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,51000.0,False,21,1000 KG,51.0,False,51000.0,False,0.0,False,144805.0,0.0,144805.0,0,False,True
51,C,M,20200401,2020,4,202004,842,USA,USA,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16504000.0,False,21,1000 KG,16504.0,False,16504000.0,False,0.0,False,6163202.0,0.0,6163202.0,0,False,True
52,C,M,20200401,2020,4,202004,842,USA,USA,M,Import,826,GBR,United Kingdom,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6000.0,False,21,1000 KG,6.0,False,6000.0,False,0.0,False,12539.0,0.0,12539.0,0,False,True
53,C,M,20200501,2020,5,202005,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,23187000.0,False,21,1000 KG,23187.0,False,23187000.0,False,0.0,False,9453909.0,0.0,9453909.0,0,False,True
54,C,M,20200501,2020,5,202005,842,USA,USA,M,Import,76,BRA,Brazil,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20000.0,False,21,1000 KG,20.0,False,20000.0,False,0.0,False,9826.0,0.0,9826.0,0,False,True
55,C,M,20200501,2020,5,202005,842,USA,USA,M,Import,124,CAN,Canada,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,223000.0,False,21,1000 KG,223.0,False,223000.0,False,0.0,False,569864.0,0.0,569864.0,0,False,True
56,C,M,20200501,2020,5,202005,842,USA,USA,M,Import,156,CHN,China,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,186000.0,False,21,1000 KG,186.0,False,186000.0,False,0.0,False,126046.0,0.0,126046.0,0,False,True
57,C,M,20200501,2020,5,202005,842,USA,USA,M,Import,251,FRA,France,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,49000.0,False,21,1000 KG,49.0,False,49000.0,False,0.0,False,74271.0,0.0,74271.0,0,False,True
58,C,M,20200501,2020,5,202005,842,USA,USA,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,90000.0,False,21,1000 KG,90.0,False,90000.0,False,0.0,False,97225.0,0.0,97225.0,0,False,True
59,C,M,20200501,2020,5,202005,842,USA,USA,M,Import,484,MEX,Mexico,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,225000.0,False,21,1000 KG,225.0,False,225000.0,False,0.0,False,75618.0,0.0,75618.0,0,False,True
60,C,M,20200501,2020,5,202005,842,USA,USA,M,Import,620,PRT,Portugal,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,171000.0,False,21,1000 KG,171.0,False,171000.0,False,0.0,False,100517.0,0.0,100517.0,0,False,True
61,C,M,20200501,2020,5,202005,842,USA,USA,M,Import,699,IND,India,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,395000.0,False,21,1000 KG,395.0,False,395000.0,False,0.0,False,167951.0,0.0,167951.0,0,False,True
62,C,M,20200501,2020,5,202005,842,USA,USA,M,Import,704,VNM,Viet Nam,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,46000.0,False,21,1000 KG,46.0,False,46000.0,False,0.0,False,19019.0,0.0,19019.0,0,False,True
63,C,M,20200501,2020,5,202005,842,USA,USA,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18000.0,False,21,1000 KG,18.0,False,18000.0,False,0.0,False,59772.0,0.0,59772.0,0,False,True
64,C,M,20200501,2020,5,202005,842,USA,USA,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,21764000.0,False,21,1000 KG,21764.0,False,21764000.0,False,0.0,False,8153800.0,0.0,8153800.0,0,False,True
65,C,M,20200601,2020,6,202006,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20970000.0,False,21,1000 KG,20970.0,False,20970000.0,False,0.0,False,8265696.0,0.0,8265696.0,0,False,True
66,C,M,20200601,2020,6,202006,842,USA,USA,M,Import,8,ALB,Albania,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18000.0,False,21,1000 KG,18.0,False,18000.0,False,0.0,False,5010.0,0.0,5010.0,0,False,True
